det_part,timestamp,current
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-08-12 23:00:24,4652.84675716
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-08-24 19:24:21,4757.15421097
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-09-15 02:30:26,5308.43349022
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-10-04 17:29:55,5567.82246377
BPix_BmO_SEC7_LAY23_LAY3_HV,2025-05-29 09:28:43,5438.42095588
BPix_BmO_SEC7_LAY23_LAY3_HV,2025-06-08 03:59:36,6011.5518658
FPix_BmI_D1_ROG3_RNG1_HV,2024-05-13 00:56:07,1340.89552239
FPix_BmI_D1_ROG3_RNG1_HV,2024-05-20 22:31:30,1338.87096774
FPix_BmI_D1_ROG3_RNG1_HV,2024-07-02 01:34:31,1597.92156863
FPix_BmI_D1_ROG3_RNG1_HV,2024-07-16 07:13:15,1693.07894737
FPix_BmI_D1_ROG3_RNG1_HV,2024-07-31 00:09:47,1854.23300971
FPix_BmI_D1_ROG3_RNG1_HV,2024-08-12 22:50:19,1997.04313725
FPix_BmI_D1_ROG3_RNG1_HV,2024-08-24 18:33:54,1936.90543478
FPix_BmI_D1_ROG3_RNG1_HV,2024-09-15 02:24:06,2214.32740214
FPix_BmI_D1_ROG3_RNG1_HV,2024-10-04 17:29:28,2308.95238095
FPix_BmI_D1_ROG3_RNG1_HV,2025-05-29 09:16:37,2220.73516949
FPix_BmI_D1_ROG3_RNG1_HV,2025-06-08 03:54:07,2405.04930966
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-05-13 00:30:46,1554.40914867
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-05-20 22:29:10,1567.91746641
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-07-02 01:29:47,1780.54818124
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-07-16 06:58:52,1929.02467917
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-07-31 00:15:02,2134.69214069
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-08-12 23:01:02,2268.03454384
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-08-24 19:27:31,2327.49802731
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-09-15 02:28:58,2579.82024793
BPix_BpO_SEC3_LAY23_LAY2_HV,2024-10-04 17:29:13,2668.89434972
BPix_BpO_SEC3_LAY23_LAY2_HV,2025-05-29 09:30:38,2639.51019108
BPix_BpO_SEC3_LAY23_LAY2_HV,2025-06-08 03:58:47,2775.68951965
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-05-13 00:35:10,1535.42756184
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-05-20 22:28:56,1551.84657534
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-07-02 01:30:05,1759.78311111
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-07-16 06:59:19,1909.45723684
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-07-31 00:17:32,2119.31342435
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-08-12 23:01:35,2258.32986713
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-08-24 19:29:16,2309.48977821
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-09-15 02:30:44,2581.05400772
BPix_BpI_SEC4_LAY14_LAY4_HV,2024-10-04 17:28:11,2650.44512947
BPix_BpI_SEC4_LAY14_LAY4_HV,2025-05-29 09:29:05,2508.77777778
BPix_BpI_SEC4_LAY14_LAY4_HV,2025-06-08 04:01:19,2645.35089568
FPix_BpO_D3_ROG2_RNG1_HV,2024-05-13 01:04:12,915.227272727
FPix_BpO_D3_ROG2_RNG1_HV,2024-05-20 22:10:05,926.5
